"date","timestamp","tenant_id","org_id","unit_id","department_id","machine_id","edge_id","shift_id","batch_id","total_machine_runtime","machine_up_time","planned_production_time","machine_idle_time","actual_production_time","net_available_time","all_available_time","total_machine_downtime","total_planned_downtime","unplanned_downtime","target_parts","total_parts_produced","no_of_parts_rejected","total_production_per_batch","actual_cycletime","time_between_job_parts","parts_per_minute","availability_loss_time","cycletime_loss","capacity_utilized_percent","machine_performance_percent","machine_availability_percent","availability_loss_percent","asset_utilization_percent","planned_downtime_percent"
2023-12-06,1701871198965,18,51,52,53,NAC_021,E400023,Second Shift,,2102189,2102189,3600000,1497811,3600000,,,0,0,0,,44,,,4645.3228,34072,1,1497811,645.322580645161,1.6296296296296295,8.372225332736495,58.39413888888889,41.60586111111111,100.0,0.0
2023-12-06,1701871218478,18,51,52,53,NAC_021,E400023,Second Shift,,16181,16181,3600000,2297,18478,,,3581522,3581522,3581522,,1,,,5185.0,0,3,3583819,1185.0,0.037037037037037035,24.72035102898461,0.4494722222222222,99.55052777777777,0.5132778055555601,0.0
2023-12-06,1701879451329,18,51,52,53,NAC_021,E400023,Second Shift,,20265,20265,3600000,0,20265,,,3579735,3579735,3579735,,1,,,4299.0,0,3,3579735,299.0,0.037037037037037035,19.738465334320257,0.5629166666666667,99.43708333333333,0.562916694444449,0.0
2023-12-08,1702012803104,18,51,52,53,NAC_021,E400023,First Shift,,454010,454010,3600000,0,454010,,,3145990,3145990,3145990,,12,,,5612.7,15967,2,3145990,1612.6999999999998,0.4444444444444444,10.572454351225744,12.61138888888889,87.38861111111112,12.611388916666671,0.0
2023-12-10,1702194237550,18,51,52,53,NAC_021,E400023,First Shift,,47010,47010,3600000,0,47010,,,3552990,3552990,3552990,,1,,,4910.0,0,1,3552990,910.0,0.037037037037037035,8.50882790895554,1.3058333333333334,98.69416666666667,1.3058333611111157,0.0
2023-12-10,1702202398268,18,51,52,53,NAC_021,E400023,First Shift,,2477566,2477566,3600000,1732,2479298,,,1120702,1120702,1120702,,88,,,5786.265,21980,2,1122434,1786.265060240964,3.259259259259259,14.207492353382312,68.82127777777778,31.17872222222222,68.86938888888889,0.0
2023-12-10,1702202871503,18,51,52,53,NAC_021,E400023,First Shift,,470574,470574,3600000,929,471503,,,3128497,3128497,3128497,,14,,,5659.5454,26406,2,3129426,1659.545454545455,0.5185185185185185,11.900359985889573,13.0715,86.9285,13.097305583333338,0.0
2023-12-06,1701824396000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2050000,2050000,3600000,5000,2055000,,,1545000,1545000,1545000,,407,,,5049.383,0,12,1550000,1049.382716049383,45.22222222222222,79.41463414634147,56.94444444444444,43.05555555555556,57.083333333333336,0.0
2023-12-06,1701827997000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2052000,2052000,3600000,3000,2055000,,,1545000,1545000,1545000,,411,,,5329.032,0,12,1548000,1329.032258064516,45.666666666666664,80.11695906432749,56.99999999999999,43.0,57.083333333333336,0.0
2023-12-06,1701830097000,15,42,43,45,humac_mac_001,E400099,First Shift,,2094000,2094000,3600000,3000,2097000,,,1503000,1503000,1503000,,422,,,4969.048,0,12,1506000,969.0476190476193,46.888888888888886,80.61127029608404,58.166666666666664,41.833333333333336,58.25000002777779,0.0
2023-12-06,1701834041000,15,42,43,45,humac_mac_001,E400099,First Shift,,2398000,2398000,3600000,43000,2441000,,,1159000,1159000,1159000,,478,,,5018.868,0,12,1202000,1018.867924528302,53.111111111111114,79.73311092577148,66.61111111111111,33.38888888888889,67.80555558333334,0.0
2023-12-06,1701837981000,15,42,43,45,humac_mac_001,E400099,First Shift,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,481,,,4981.25,0,12,1204000,981.25,53.44444444444444,80.30050083472455,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2023-12-06,1701841923000,15,42,43,45,humac_mac_001,E400099,First Shift,,2398000,2398000,3600000,0,2398000,,,1202000,1202000,1202000,,479,,,5000.0,0,12,1202000,1000.0,53.22222222222222,79.8999165971643,66.61111111111111,33.38888888888889,66.6111111388889,0.0
2023-12-06,1701845866000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2399000,2399000,3600000,134000,2533000,,,1067000,1067000,1067000,,476,,,5040.0,0,11,1201000,1040.0,52.888888888888886,79.36640266777825,66.63888888888889,33.361111111111114,70.36111111111111,0.0
2023-12-06,1701849594000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2183000,2183000,3600000,6000,2189000,,,1411000,1411000,1411000,,437,,,5000.0,0,12,1417000,1000.0,48.55555555555556,80.07329363261567,60.638888888888886,39.361111111111114,60.80555555555556,0.0
2023-12-06,1701853195000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2052000,2052000,3600000,5000,2057000,,,1543000,1543000,1543000,,414,,,4968.447,0,12,1548000,968.4466019417478,46.0,80.7017543859649,56.99999999999999,43.0,57.138888888888886,0.0
2023-12-06,1701856795000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,406,,,5064.3564,0,12,1549000,1064.3564356435645,45.111111111111114,79.18088737201366,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2023-12-06,1701860397000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2053000,2053000,3600000,3000,2056000,,,1544000,1544000,1544000,,408,,,5044.335,0,12,1547000,1044.3349753694583,45.333333333333336,79.49342425718461,57.02777777777778,42.97222222222222,57.111111111111114,0.0
2023-12-06,1701863996000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2048000,2048000,3600000,7000,2055000,,,1545000,1545000,1545000,,408,,,5032.0195,0,12,1552000,1032.0197044334973,45.333333333333336,79.6875,56.888888888888886,43.111111111111114,57.083333333333336,0.0
2023-12-06,1701867596000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2050000,2050000,3600000,5000,2055000,,,1545000,1545000,1545000,,406,,,5064.3564,0,12,1550000,1064.3564356435645,45.111111111111114,79.21951219512195,56.94444444444444,43.05555555555556,57.083333333333336,0.0
2023-12-06,1701871195000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2052000,2052000,3600000,5000,2057000,,,1543000,1543000,1543000,,412,,,5000.0,0,12,1548000,1000.0,45.77777777777778,80.31189083820662,56.99999999999999,43.0,57.138888888888886,0.0
2023-12-06,1701873455000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2255000,2255000,3600000,0,2255000,,,1345000,1345000,1345000,,453,,,4980.0,0,12,1345000,980.0,50.333333333333336,80.35476718403548,62.638888888888886,37.361111111111114,62.63888891666667,0.0
2023-12-06,1701877397000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2396000,2396000,3600000,201000,2597000,,,1003000,1003000,1003000,,478,,,5000.0,0,11,1204000,1000.0,53.111111111111114,79.79966611018364,66.55555555555556,33.44444444444444,72.13888891666667,0.0
2023-12-06,1701881336000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,480,,,4985.3555,0,12,1204000,985.3556485355648,53.333333333333336,80.13355592654425,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2023-12-06,1701885277000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2397000,2397000,3600000,0,2397000,,,1203000,1203000,1203000,,474,,,5057.0825,0,12,1203000,1057.0824524312893,52.666666666666664,79.09887359198999,66.58333333333334,33.416666666666664,66.58333336111112,0.0
2023-12-06,1701889198000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2376000,2376000,3600000,2000,2378000,,,1222000,1222000,1222000,,473,,,5025.424,0,12,1224000,1025.4237288135591,52.55555555555556,79.62962962962963,66.0,34.0,66.05555555555556,0.0
2023-12-06,1701892796000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2049000,2049000,3600000,6000,2055000,,,1545000,1545000,1545000,,407,,,5044.4443,0,12,1551000,1044.4444444444443,45.22222222222222,79.45339189848707,56.91666666666667,43.083333333333336,57.083333333333336,0.0
2023-12-06,1701896397000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,412,,,5000.0,0,12,1549000,1000.0,45.77777777777778,80.35104826913701,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2023-12-06,1701899998000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2052000,2052000,3600000,4000,2056000,,,1544000,1544000,1544000,,408,,,5039.4087,0,12,1548000,1039.4088669950743,45.333333333333336,79.53216374269006,56.99999999999999,43.0,57.111111111111114,0.0
2023-12-06,1701903595000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2046000,2046000,3600000,9000,2055000,,,1545000,1545000,1545000,,407,,,5039.5063,0,12,1554000,1039.5061728395058,45.22222222222222,79.56989247311827,56.833333333333336,43.166666666666664,57.083333333333336,0.0
2023-12-06,1701907195000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,408,,,5036.946,0,12,1549000,1036.9458128078813,45.333333333333336,79.5709410043881,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2023-12-07,1701910799000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2055000,2055000,3600000,1000,2056000,,,1544000,1544000,1544000,,410,,,5024.51,0,12,1545000,1024.509803921569,45.55555555555556,79.80535279805353,57.08333333333333,42.916666666666664,57.111111111111114,0.0
2023-12-07,1701912867000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2064000,2064000,3600000,3000,2067000,,,1533000,1533000,1533000,,410,,,5046.4546,0,12,1536000,1046.4547677261617,45.55555555555556,79.45736434108527,57.333333333333336,42.66666666666667,57.41666669444445,0.0
2023-12-07,1701916811000,15,42,43,45,humac_mac_001,E400099,First Shift,,2399000,2399000,3600000,12000,2411000,,,1189000,1189000,1189000,,476,,,5042.1055,0,12,1201000,1042.105263157895,52.888888888888886,79.36640266777825,66.63888888888889,33.361111111111114,66.97222225,0.0
2023-12-07,1701920751000,15,42,43,45,humac_mac_001,E400099,First Shift,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,478,,,5014.6753,0,12,1204000,1014.6750524109011,53.111111111111114,79.79966611018364,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2023-12-07,1701924692000,15,42,43,45,humac_mac_001,E400099,First Shift,,2398000,2398000,3600000,0,2398000,,,1202000,1202000,1202000,,475,,,5050.633,0,12,1202000,1050.6329113924048,52.77777777777778,79.232693911593,66.61111111111111,33.38888888888889,66.6111111388889,0.0
2023-12-07,1701928633000,15,42,43,45,humac_mac_001,E400099,First Shift,,2397000,2397000,3600000,167000,2564000,,,1036000,1036000,1036000,,477,,,5025.21,0,11,1203000,1025.2100840336134,53.0,79.59949937421777,66.58333333333334,33.416666666666664,71.22222222222223,0.0
2023-12-07,1701932397000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2219000,2219000,3600000,3000,2222000,,,1378000,1378000,1378000,,444,,,4997.7427,0,12,1381000,997.7426636568853,49.333333333333336,80.0360522757999,61.638888888888886,38.361111111111114,61.72222222222222,0.0
2023-12-07,1701935998000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2051000,2051000,3600000,4000,2055000,,,1545000,1545000,1545000,,413,,,5000.0,0,12,1549000,1000.0,45.888888888888886,80.54607508532423,56.97222222222222,43.02777777777778,57.083333333333336,0.0
2023-12-07,1701939598000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2049000,2049000,3600000,6000,2055000,,,1545000,1545000,1545000,,407,,,5044.4443,0,12,1551000,1044.4444444444443,45.22222222222222,79.45339189848707,56.91666666666667,43.083333333333336,57.083333333333336,0.0
2023-12-07,1701943199000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2051000,2051000,3600000,4000,2055000,,,1545000,1545000,1545000,,412,,,4990.244,0,12,1549000,990.2439024390242,45.77777777777778,80.35104826913701,56.97222222222222,43.02777777777778,57.083333333333336,0.0
2023-12-07,1701946799000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2050000,2050000,3600000,6000,2056000,,,1544000,1544000,1544000,,409,,,5024.57,0,12,1550000,1024.5700245700245,45.44444444444444,79.8048780487805,56.94444444444444,43.05555555555556,57.111111111111114,0.0
2023-12-07,1701950396000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2048000,2048000,3600000,8000,2056000,,,1544000,1544000,1544000,,409,,,5000.0,0,12,1552000,1000.0,45.44444444444444,79.8828125,56.888888888888886,43.111111111111114,57.111111111111114,0.0
2023-12-07,1701953995000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2051000,2051000,3600000,6000,2057000,,,1543000,1543000,1543000,,412,,,4980.392,0,12,1549000,980.3921568627447,45.77777777777778,80.35104826913701,56.97222222222222,43.02777777777778,57.138888888888886,0.0
2023-12-07,1701956231000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2230000,2230000,3600000,1000,2231000,,,1369000,1369000,1369000,,448,,,4988.8145,0,12,1370000,988.8143176733784,49.77777777777778,80.35874439461882,61.94444444444444,38.05555555555556,61.97222225000001,0.0
2023-12-07,1701960171000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2396000,2396000,3600000,175000,2571000,,,1029000,1029000,1029000,,477,,,5021.0083,0,11,1204000,1021.0084033613448,53.0,79.63272120200334,66.55555555555556,33.44444444444444,71.41666669444444,0.0
2023-12-07,1701964112000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2398000,2398000,3600000,0,2398000,,,1202000,1202000,1202000,,480,,,5000.0,0,12,1202000,1000.0,53.333333333333336,80.06672226855713,66.61111111111111,33.38888888888889,66.6111111388889,0.0
2023-12-07,1701968054000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2400000,2400000,3600000,0,2400000,,,1200000,1200000,1200000,,479,,,5010.4604,0,12,1200000,1010.4602510460254,53.22222222222222,79.83333333333333,66.66666666666666,33.33333333333333,66.66666669444444,0.0
2023-12-07,1701971997000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2398000,2398000,3600000,3000,2401000,,,1199000,1199000,1199000,,480,,,5000.0,0,12,1202000,1000.0,53.333333333333336,80.06672226855713,66.61111111111111,33.38888888888889,66.69444444444444,0.0
2023-12-07,1701975595000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2056000,2056000,3600000,5000,2061000,,,1539000,1539000,1539000,,409,,,5026.961,0,12,1544000,1026.9607843137255,45.44444444444444,79.57198443579766,57.111111111111114,42.888888888888886,57.25,0.0
2023-12-07,1701979199000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2054000,2054000,3600000,1000,2055000,,,1545000,1545000,1545000,,411,,,5012.225,0,12,1546000,1012.2249388753053,45.666666666666664,80.03894839337877,57.05555555555556,42.94444444444444,57.083333333333336,0.0
2023-12-07,1701982796000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2047000,2047000,3600000,8000,2055000,,,1545000,1545000,1545000,,404,,,5079.602,0,12,1553000,1079.6019900497513,44.888888888888886,78.9447972642892,56.86111111111111,43.138888888888886,57.083333333333336,0.0
2023-12-07,1701986394000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2048000,2048000,3600000,7000,2055000,,,1545000,1545000,1545000,,409,,,5000.0,0,12,1552000,1000.0,45.44444444444444,79.8828125,56.888888888888886,43.111111111111114,57.083333333333336,0.0
2023-12-07,1701989999000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2056000,2056000,3600000,1000,2057000,,,1543000,1543000,1543000,,407,,,5064.1978,0,12,1544000,1064.1975308641977,45.22222222222222,79.1828793774319,57.111111111111114,42.888888888888886,57.138888888888886,0.0
2023-12-07,1701993598000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,413,,,5000.0,0,12,1549000,1000.0,45.888888888888886,80.54607508532423,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2023-12-08,1701997197000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2050000,2050000,3600000,6000,2056000,,,1544000,1544000,1544000,,409,,,5024.51,0,12,1550000,1024.509803921569,45.44444444444444,79.8048780487805,56.94444444444444,43.05555555555556,57.111111111111114,0.0
2023-12-08,1701999594000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2392000,2392000,3600000,2000,2394000,,,1206000,1206000,1206000,,474,,,5057.0825,0,12,1208000,1057.0824524312893,52.666666666666664,79.26421404682274,66.44444444444444,33.55555555555556,66.50000002777779,0.0
2023-12-08,1702003536000,15,42,43,45,humac_mac_001,E400099,First Shift,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,477,,,5023.1094,0,12,1204000,1023.1092436974786,53.0,79.63272120200334,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2023-12-08,1702007477000,15,42,43,45,humac_mac_001,E400099,First Shift,,2399000,2399000,3600000,0,2399000,,,1201000,1201000,1201000,,475,,,5050.633,0,12,1201000,1050.6329113924048,52.77777777777778,79.19966652771988,66.63888888888889,33.361111111111114,66.63888891666667,0.0
2023-12-08,1702011420000,15,42,43,45,humac_mac_001,E400099,First Shift,,2399000,2399000,3600000,180000,2579000,,,1021000,1021000,1021000,,476,,,5042.1055,0,11,1201000,1042.105263157895,52.888888888888886,79.36640266777825,66.63888888888889,33.361111111111114,71.63888888888889,0.0
2023-12-08,1702015196000,15,42,43,45,humac_mac_001,E400099,First Shift,,2231000,2231000,3600000,4000,2235000,,,1365000,1365000,1365000,,443,,,5038.4614,0,12,1369000,1038.461538461538,49.22222222222222,79.42626624831914,61.972222222222214,38.02777777777778,62.083333333333336,0.0
2023-12-08,1702018797000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,412,,,4990.244,0,12,1549000,990.2439024390242,45.77777777777778,80.35104826913701,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2023-12-08,1702022399000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2054000,2054000,3600000,3000,2057000,,,1543000,1543000,1543000,,408,,,5046.798,0,12,1546000,1046.7980295566504,45.333333333333336,79.45472249269717,57.05555555555556,42.94444444444444,57.138888888888886,0.0
2023-12-08,1702025996000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2048000,2048000,3600000,8000,2056000,,,1544000,1544000,1544000,,407,,,5044.4443,0,12,1552000,1044.4444444444443,45.22222222222222,79.4921875,56.888888888888886,43.111111111111114,57.111111111111114,0.0
2023-12-08,1702029599000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2053000,2053000,3600000,2000,2055000,,,1545000,1545000,1545000,,407,,,5054.321,0,12,1547000,1054.3209876543206,45.22222222222222,79.29858743302484,57.02777777777778,42.97222222222222,57.083333333333336,0.0
2023-12-08,1702033197000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2048000,2048000,3600000,7000,2055000,,,1545000,1545000,1545000,,415,,,4941.7476,0,12,1552000,941.7475728155341,46.111111111111114,81.0546875,56.888888888888886,43.111111111111114,57.083333333333336,0.0
2023-12-08,1702036797000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2049000,2049000,3600000,6000,2055000,,,1545000,1545000,1545000,,415,,,4941.7476,0,12,1551000,941.7475728155341,46.111111111111114,81.01512933138116,56.91666666666667,43.083333333333336,57.083333333333336,0.0
2023-12-08,1702039015000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2213000,2213000,3600000,2000,2215000,,,1385000,1385000,1385000,,443,,,5006.787,0,12,1387000,1006.7873303167416,49.22222222222222,80.07230004518753,61.472222222222214,38.52777777777778,61.52777780555556,0.0
2023-12-08,1702042964000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2399000,2399000,3600000,165000,2564000,,,1036000,1036000,1036000,,478,,,5020.9644,0,11,1201000,1020.9643605870024,53.111111111111114,79.69987494789495,66.63888888888889,33.361111111111114,71.22222225,0.0
2023-12-08,1702046906000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2399000,2399000,3600000,0,2399000,,,1201000,1201000,1201000,,476,,,5042.1055,0,12,1201000,1042.105263157895,52.888888888888886,79.36640266777825,66.63888888888889,33.361111111111114,66.63888891666667,0.0
2023-12-08,1702050848000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2398000,2398000,3600000,0,2398000,,,1202000,1202000,1202000,,480,,,4995.8247,0,12,1202000,995.8246346555325,53.333333333333336,80.06672226855713,66.61111111111111,33.38888888888889,66.6111111388889,0.0
2023-12-08,1702054790000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2397000,2397000,3600000,10000,2407000,,,1193000,1193000,1193000,,478,,,5000.0,0,12,1203000,1000.0,53.111111111111114,79.76637463496037,66.58333333333334,33.416666666666664,66.86111111111111,0.0
2023-12-08,1702058396000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2062000,2062000,3600000,4000,2066000,,,1534000,1534000,1534000,,409,,,5039.216,0,12,1538000,1039.2156862745096,45.44444444444444,79.34044616876818,57.277777777777786,42.72222222222222,57.388888888888886,0.0
2023-12-08,1702061996000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2051000,2051000,3600000,4000,2055000,,,1545000,1545000,1545000,,409,,,5024.57,0,12,1549000,1024.5700245700245,45.44444444444444,79.76596782057534,56.97222222222222,43.02777777777778,57.083333333333336,0.0
2023-12-08,1702065596000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,408,,,5000.0,0,12,1549000,1000.0,45.333333333333336,79.5709410043881,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2023-12-08,1702069199000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2053000,2053000,3600000,3000,2056000,,,1544000,1544000,1544000,,408,,,5046.798,0,12,1547000,1046.7980295566504,45.333333333333336,79.49342425718461,57.02777777777778,42.97222222222222,57.111111111111114,0.0
2023-12-08,1702072794000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2047000,2047000,3600000,9000,2056000,,,1544000,1544000,1544000,,413,,,4968.3696,0,12,1553000,968.3698296836983,45.888888888888886,80.70346849047387,56.86111111111111,43.138888888888886,57.111111111111114,0.0
2023-12-08,1702076395000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,407,,,5051.852,0,12,1549000,1051.8518518518522,45.22222222222222,79.37591418820088,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2023-12-08,1702079997000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2052000,2052000,3600000,4000,2056000,,,1544000,1544000,1544000,,410,,,5014.706,0,12,1548000,1014.7058823529414,45.55555555555556,79.92202729044834,56.99999999999999,43.0,57.111111111111114,0.0
2023-12-09,1702082381000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2380000,2380000,3600000,1000,2381000,,,1219000,1219000,1219000,,478,,,5000.0,0,12,1220000,1000.0,53.111111111111114,80.33613445378151,66.11111111111111,33.88888888888889,66.13888891666667,0.0
2023-12-09,1702086323000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2398000,2398000,3600000,0,2398000,,,1202000,1202000,1202000,,479,,,5006.2764,0,12,1202000,1006.2761506276147,53.22222222222222,79.8999165971643,66.61111111111111,33.38888888888889,66.6111111388889,0.0
2023-12-09,1702090267000,15,42,43,45,humac_mac_001,E400099,First Shift,,2398000,2398000,3600000,0,2398000,,,1202000,1202000,1202000,,476,,,5037.8945,0,12,1202000,1037.894736842105,52.888888888888886,79.39949958298583,66.61111111111111,33.38888888888889,66.6111111388889,0.0
2023-12-09,1702094212000,15,42,43,45,humac_mac_001,E400099,First Shift,,2400000,2400000,3600000,188000,2588000,,,1012000,1012000,1012000,,478,,,5020.9644,0,11,1200000,1020.9643605870024,53.111111111111114,79.66666666666666,66.66666666666666,33.33333333333333,71.88888888888889,0.0
2023-12-09,1702097999000,15,42,43,45,humac_mac_001,E400099,First Shift,,2243000,2243000,3600000,1000,2244000,,,1356000,1356000,1356000,,448,,,5000.0,0,12,1357000,1000.0,49.77777777777778,79.89300044583148,62.30555555555556,37.69444444444445,62.333333333333336,0.0
2023-12-09,1702101599000,15,42,43,45,humac_mac_001,E400099,First Shift,,2049000,2049000,3600000,6000,2055000,,,1545000,1545000,1545000,,410,,,5012.255,0,12,1551000,1012.2549019607841,45.55555555555556,80.03904343582235,56.91666666666667,43.083333333333336,57.083333333333336,0.0
2023-12-09,1702105198000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2050000,2050000,3600000,6000,2056000,,,1544000,1544000,1544000,,409,,,5024.57,0,12,1550000,1024.5700245700245,45.44444444444444,79.8048780487805,56.94444444444444,43.05555555555556,57.111111111111114,0.0
2023-12-09,1702108796000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2049000,2049000,3600000,7000,2056000,,,1544000,1544000,1544000,,407,,,5046.9136,0,12,1551000,1046.9135802469136,45.22222222222222,79.45339189848707,56.91666666666667,43.083333333333336,57.111111111111114,0.0
2023-12-09,1702112397000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2052000,2052000,3600000,3000,2055000,,,1545000,1545000,1545000,,408,,,5044.335,0,12,1548000,1044.3349753694583,45.333333333333336,79.53216374269006,56.99999999999999,43.0,57.083333333333336,0.0
2023-12-09,1702115999000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2053000,2053000,3600000,3000,2056000,,,1544000,1544000,1544000,,413,,,4982.9683,0,12,1547000,982.968369829684,45.888888888888886,80.46760837798344,57.02777777777778,42.97222222222222,57.111111111111114,0.0
2023-12-09,1702119595000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2046000,2046000,3600000,9000,2055000,,,1545000,1545000,1545000,,408,,,5029.5566,0,12,1554000,1029.5566502463053,45.333333333333336,79.76539589442815,56.833333333333336,43.166666666666664,57.083333333333336,0.0
2023-12-09,1702121812000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2211000,2211000,3600000,1000,2212000,,,1388000,1388000,1388000,,439,,,5047.9453,0,12,1389000,1047.945205479452,48.77777777777778,79.42107643600181,61.416666666666664,38.58333333333333,61.44444447222223,0.0
2023-12-09,1702125753000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2396000,2396000,3600000,157000,2553000,,,1047000,1047000,1047000,,478,,,5012.5786,0,11,1204000,1012.5786163522016,53.111111111111114,79.79966611018364,66.55555555555556,33.44444444444444,70.91666669444444,0.0
2023-12-09,1702129694000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,477,,,5023.1094,0,12,1204000,1023.1092436974786,53.0,79.63272120200334,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2023-12-09,1702133634000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,477,,,5023.1094,0,12,1204000,1023.1092436974786,53.0,79.63272120200334,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2023-12-09,1702137576000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2398000,2398000,3600000,24000,2422000,,,1178000,1178000,1178000,,479,,,5006.2764,0,12,1202000,1006.2761506276147,53.22222222222222,79.8999165971643,66.61111111111111,33.38888888888889,67.27777777777777,0.0
2023-12-09,1702141199000,15,42,43,45,humac_mac_001,E400099,Shift_2,,2081000,2081000,3600000,1000,2082000,,,1518000,1518000,1518000,,415,,,5012.077,0,12,1519000,1012.0772946859906,46.111111111111114,79.76934166266219,57.80555555555556,42.19444444444444,57.833333333333336,0.0
