"date","timestamp","tenant_id","org_id","unit_id","department_id","machine_id","edge_id","shift_id","batch_id","total_machine_runtime","machine_up_time","planned_production_time","machine_idle_time","actual_production_time","net_available_time","all_available_time","total_machine_downtime","total_planned_downtime","unplanned_downtime","target_parts","total_parts_produced","no_of_parts_rejected","total_production_per_batch","actual_cycletime","time_between_job_parts","parts_per_minute","availability_loss_time","cycletime_loss","capacity_utilized_percent","machine_performance_percent","machine_availability_percent","availability_loss_percent","asset_utilization_percent","planned_downtime_percent"
2024-01-03,1704290395000,15,42,43,45,humac_mac_001,E400099,seond,,2047000,2047000,3600000,7000,2054000,,,1546000,1546000,1546000,,408,,,5032.0195,0,12,1553000,1032.0197044334973,45.333333333333336,79.72642892037128,56.86111111111111,43.138888888888886,57.05555555555556,0.0
2024-01-03,1704292586000,15,42,43,45,humac_mac_001,E400099,seond,,2186000,2186000,3600000,0,2186000,,,1414000,1414000,1414000,,434,,,5048.499,0,12,1414000,1048.498845265589,48.22222222222222,79.41445562671547,60.72222222222222,39.27777777777778,60.72222225000001,0.0
2024-01-03,1704296525000,15,42,43,45,humac_mac_001,E400099,seond,,2395000,2395000,3600000,130000,2525000,,,1075000,1075000,1075000,,478,,,5010.4824,0,11,1205000,1010.4821802935012,53.111111111111114,79.8329853862213,66.52777777777777,33.47222222222222,70.13888891666667,0.0
2024-01-03,1704300470000,15,42,43,45,humac_mac_001,E400099,seond,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,475,,,5044.3037,0,12,1204000,1044.3037974683548,52.77777777777778,79.29883138564274,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2024-01-03,1704304411000,15,42,43,45,humac_mac_001,E400099,seond,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,482,,,4958.159,0,12,1204000,958.1589958158993,53.55555555555556,80.46744574290484,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2024-01-03,1704308351000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2395000,2395000,3600000,49000,2444000,,,1156000,1156000,1156000,,479,,,5000.0,0,12,1205000,1000.0,53.22222222222222,80.0,66.52777777777777,33.47222222222222,67.88888888888889,0.0
2024-01-03,1704311995000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2099000,2099000,3600000,5000,2104000,,,1496000,1496000,1496000,,418,,,5023.981,0,12,1501000,1023.9808153477215,46.44444444444444,79.65697951405431,58.30555555555556,41.69444444444444,58.44444444444444,0.0
2024-01-03,1704315597000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2053000,2053000,3600000,3000,2056000,,,1544000,1544000,1544000,,409,,,5029.484,0,12,1547000,1029.4840294840296,45.44444444444444,79.68826108134436,57.02777777777778,42.97222222222222,57.111111111111114,0.0
2024-01-03,1704319194000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2046000,2046000,3600000,9000,2055000,,,1545000,1545000,1545000,,404,,,5074.627,0,12,1554000,1074.626865671642,44.888888888888886,78.98338220918866,56.833333333333336,43.166666666666664,57.083333333333336,0.0
2024-01-03,1704322795000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,405,,,5076.923,0,12,1549000,1076.9230769230771,45.0,78.98586055582642,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2024-01-03,1704326396000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2050000,2050000,3600000,5000,2055000,,,1545000,1545000,1545000,,412,,,5000.0,0,12,1550000,1000.0,45.77777777777778,80.39024390243902,56.94444444444444,43.05555555555556,57.083333333333336,0.0
2024-01-04,1704329998000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2052000,2052000,3600000,4000,2056000,,,1544000,1544000,1544000,,406,,,5069.307,0,12,1548000,1069.3069306930693,45.111111111111114,79.14230019493176,56.99999999999999,43.0,57.111111111111114,0.0
2024-01-04,1704333595000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2041000,2041000,3600000,8000,2049000,,,1551000,1551000,1551000,,407,,,5027.1606,0,12,1559000,1027.1604938271603,45.22222222222222,79.76482116609506,56.69444444444445,43.30555555555556,56.916666666666664,0.0
2024-01-04,1704335951000,15,42,43,45,humac_mac_001,E400099,First Shift,,2351000,2351000,3600000,0,2351000,,,1249000,1249000,1249000,,467,,,5045.0645,0,12,1249000,1045.0643776824036,51.888888888888886,79.45555082943429,65.30555555555554,34.69444444444444,65.30555558333334,0.0
2024-01-04,1704339892000,15,42,43,45,humac_mac_001,E400099,First Shift,,2399000,2399000,3600000,293000,2692000,,,908000,908000,908000,,478,,,5018.868,0,11,1201000,1018.867924528302,53.111111111111114,79.69987494789495,66.63888888888889,33.361111111111114,74.77777780555556,0.0
2024-01-04,1704343835000,15,42,43,45,humac_mac_001,E400099,First Shift,,2398000,2398000,3600000,0,2398000,,,1202000,1202000,1202000,,482,,,4968.75,0,12,1202000,968.75,53.55555555555556,80.40033361134279,66.61111111111111,33.38888888888889,66.6111111388889,0.0
2024-01-04,1704347774000,15,42,43,45,humac_mac_001,E400099,First Shift,,2395000,2395000,3600000,226000,2621000,,,979000,979000,979000,,477,,,5000.0,0,11,1205000,1000.0,53.0,79.66597077244259,66.52777777777777,33.47222222222222,72.80555555555556,0.0
2024-01-04,1704351595000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2277000,2277000,3600000,5000,2282000,,,1318000,1318000,1318000,,453,,,5000.0,0,12,1323000,1000.0,50.333333333333336,79.57839262187089,63.24999999999999,36.75,63.388888888888886,0.0
2024-01-04,1704355198000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2051000,2051000,3600000,3000,2054000,,,1546000,1546000,1546000,,409,,,5000.0,0,12,1549000,1000.0,45.44444444444444,79.76596782057534,56.97222222222222,43.02777777777778,57.05555555555556,0.0
2024-01-04,1704358798000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2050000,2050000,3600000,6000,2056000,,,1544000,1544000,1544000,,413,,,4975.669,0,12,1550000,975.6690997566911,45.888888888888886,80.58536585365854,56.94444444444444,43.05555555555556,57.111111111111114,0.0
2024-01-04,1704362394000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2047000,2047000,3600000,8000,2055000,,,1545000,1545000,1545000,,409,,,5000.0,0,12,1553000,1000.0,45.44444444444444,79.9218368343918,56.86111111111111,43.138888888888886,57.083333333333336,0.0
2024-01-04,1704365995000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,412,,,4987.8047,0,12,1549000,987.8048780487807,45.77777777777778,80.35104826913701,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2024-01-04,1704369598000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2054000,2054000,3600000,2000,2056000,,,1544000,1544000,1544000,,409,,,5034.398,0,12,1546000,1034.3980343980347,45.44444444444444,79.64946445959104,57.05555555555556,42.94444444444444,57.111111111111114,0.0
2024-01-04,1704373199000,15,42,43,45,humac_mac_001,E400099,seond,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,408,,,5041.872,0,12,1549000,1041.8719211822663,45.333333333333336,79.5709410043881,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2024-01-04,1704375365000,15,42,43,45,humac_mac_001,E400099,seond,,2161000,2161000,3600000,4000,2165000,,,1435000,1435000,1435000,,432,,,5000.0,0,12,1439000,1000.0,48.0,79.96298010180472,60.02777777777778,39.97222222222222,60.13888891666667,0.0
2024-01-04,1704379305000,15,42,43,45,humac_mac_001,E400099,seond,,2395000,2395000,3600000,110000,2505000,,,1095000,1095000,1095000,,476,,,5033.684,0,11,1205000,1033.6842105263158,52.888888888888886,79.49895615866389,66.52777777777777,33.47222222222222,69.58333336111112,0.0
2024-01-04,1704383247000,15,42,43,45,humac_mac_001,E400099,seond,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,479,,,5002.0923,0,12,1204000,1002.0920502092049,53.22222222222222,79.96661101836395,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2024-01-04,1704387186000,15,42,43,45,humac_mac_001,E400099,seond,,2396000,2396000,3600000,0,2396000,,,1204000,1204000,1204000,,476,,,5031.579,0,12,1204000,1031.5789473684208,52.888888888888886,79.46577629382304,66.55555555555556,33.44444444444444,66.55555558333334,0.0
2024-01-04,1704391130000,15,42,43,45,humac_mac_001,E400099,seond,,2400000,2400000,3600000,70000,2470000,,,1130000,1130000,1130000,,481,,,4989.5835,0,12,1200000,989.583333333333,53.44444444444444,80.16666666666666,66.66666666666666,33.33333333333333,68.61111111111111,0.0
2024-01-04,1704394797000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2125000,2125000,3600000,3000,2128000,,,1472000,1472000,1472000,,423,,,5023.697,0,12,1475000,1023.6966824644551,47.0,79.62352941176471,59.02777777777778,40.97222222222222,59.111111111111114,0.0
2024-01-04,1704398397000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2049000,2049000,3600000,5000,2054000,,,1546000,1546000,1546000,,410,,,5012.255,0,12,1551000,1012.2549019607841,45.55555555555556,80.03904343582235,56.91666666666667,43.083333333333336,57.05555555555556,0.0
2024-01-04,1704401999000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2052000,2052000,3600000,4000,2056000,,,1544000,1544000,1544000,,407,,,5054.321,0,12,1548000,1054.3209876543206,45.22222222222222,79.33723196881091,56.99999999999999,43.0,57.111111111111114,0.0
2024-01-04,1704405596000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2047000,2047000,3600000,9000,2056000,,,1544000,1544000,1544000,,404,,,5082.0894,0,12,1553000,1082.0895522388064,44.888888888888886,78.9447972642892,56.86111111111111,43.138888888888886,57.111111111111114,0.0
2024-01-04,1704409194000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2048000,2048000,3600000,8000,2056000,,,1544000,1544000,1544000,,414,,,4953.7715,0,12,1552000,953.7712895377126,46.0,80.859375,56.888888888888886,43.111111111111114,57.111111111111114,0.0
2024-01-04,1704412797000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2052000,2052000,3600000,3000,2055000,,,1545000,1545000,1545000,,407,,,5054.321,0,12,1548000,1054.3209876543206,45.22222222222222,79.33723196881091,56.99999999999999,43.0,57.083333333333336,0.0
2024-01-05,1704416397000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2051000,2051000,3600000,5000,2056000,,,1544000,1544000,1544000,,410,,,5014.706,0,12,1549000,1014.7058823529414,45.55555555555556,79.96099463676255,56.97222222222222,43.02777777777778,57.111111111111114,0.0
2024-01-05,1704418722000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2320000,2320000,3600000,2000,2322000,,,1278000,1278000,1278000,,467,,,4978.541,0,12,1280000,978.5407725321893,51.888888888888886,80.51724137931035,64.44444444444444,35.55555555555556,64.50000002777779,0.0
2024-01-05,1704422666000,15,42,43,45,humac_mac_001,E400099,First Shift,,2400000,2400000,3600000,266000,2666000,,,934000,934000,934000,,481,,,4983.2983,0,11,1200000,983.2985386221299,53.44444444444444,80.16666666666666,66.66666666666666,33.33333333333333,74.05555558333334,0.0
2024-01-05,1704426608000,15,42,43,45,humac_mac_001,E400099,First Shift,,2397000,2397000,3600000,0,2397000,,,1203000,1203000,1203000,,477,,,5027.311,0,12,1203000,1027.3109243697481,53.0,79.59949937421777,66.58333333333334,33.416666666666664,66.58333336111112,0.0
2024-01-05,1704430548000,15,42,43,45,humac_mac_001,E400099,First Shift,,2395000,2395000,3600000,252000,2647000,,,953000,953000,953000,,474,,,5054.9683,0,11,1205000,1054.968287526427,52.666666666666664,79.16492693110648,66.52777777777777,33.47222222222222,73.52777777777777,0.0
2024-01-05,1704434396000,15,42,43,45,humac_mac_001,E400099,First Shift,,2303000,2303000,3600000,4000,2307000,,,1293000,1293000,1293000,,462,,,4973.8564,0,12,1297000,973.8562091503272,51.333333333333336,80.24316109422493,63.97222222222222,36.02777777777778,64.08333333333333,0.0
2024-01-05,1704437999000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2053000,2053000,3600000,3000,2056000,,,1544000,1544000,1544000,,410,,,5019.608,0,12,1547000,1019.6078431372553,45.55555555555556,79.88309790550414,57.02777777777778,42.97222222222222,57.111111111111114,0.0
2024-01-05,1704441598000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2049000,2049000,3600000,6000,2055000,,,1545000,1545000,1545000,,410,,,5000.0,0,12,1551000,1000.0,45.55555555555556,80.03904343582235,56.91666666666667,43.083333333333336,57.083333333333336,0.0
2024-01-05,1704445199000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2053000,2053000,3600000,3000,2056000,,,1544000,1544000,1544000,,409,,,5031.941,0,12,1547000,1031.9410319410317,45.44444444444444,79.68826108134436,57.02777777777778,42.97222222222222,57.111111111111114,0.0
2024-01-05,1704448796000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2048000,2048000,3600000,8000,2056000,,,1544000,1544000,1544000,,408,,,5029.5566,0,12,1552000,1029.5566502463053,45.333333333333336,79.6875,56.888888888888886,43.111111111111114,57.111111111111114,0.0
2024-01-05,1704452397000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2052000,2052000,3600000,4000,2056000,,,1544000,1544000,1544000,,408,,,5041.872,0,12,1548000,1041.8719211822663,45.333333333333336,79.53216374269006,56.99999999999999,43.0,57.111111111111114,0.0
2024-01-05,1704455998000,15,42,43,45,humac_mac_001,E400099,demo shift 1,,2051000,2051000,3600000,4000,2055000,,,1545000,1545000,1545000,,409,,,5027.027,0,12,1549000,1027.0270270270266,45.44444444444444,79.76596782057534,56.97222222222222,43.02777777777778,57.083333333333336,0.0
2024-01-05,1704458135000,15,42,43,45,humac_mac_001,E400099,seond,,2133000,2133000,3600000,2000,2135000,,,1465000,1465000,1465000,,431,,,4960.4653,0,12,1467000,960.4651162790697,47.888888888888886,80.82512892639475,59.25,40.75,59.30555558333334,0.0
2024-01-05,1704462076000,15,42,43,45,humac_mac_001,E400099,seond,,2395000,2395000,3600000,81000,2476000,,,1124000,1124000,1124000,,475,,,5044.3037,0,12,1205000,1044.3037974683548,52.77777777777778,79.33194154488518,66.52777777777777,33.47222222222222,68.77777780555556,0.0
2024-01-05,1704466017000,15,42,43,45,humac_mac_001,E400099,seond,,2397000,2397000,3600000,0,2397000,,,1203000,1203000,1203000,,477,,,5027.311,0,12,1203000,1027.3109243697481,53.0,79.59949937421777,66.58333333333334,33.416666666666664,66.58333336111112,0.0
2024-01-05,1704469958000,15,42,43,45,humac_mac_001,E400099,seond,,2398000,2398000,3600000,0,2398000,,,1202000,1202000,1202000,,480,,,4995.8247,0,12,1202000,995.8246346555325,53.333333333333336,80.06672226855713,66.61111111111111,33.38888888888889,66.6111111388889,0.0
2024-01-05,1704473901000,15,42,43,45,humac_mac_001,E400099,seond,,2398000,2398000,3600000,99000,2497000,,,1103000,1103000,1103000,,482,,,4975.052,0,12,1202000,975.0519750519752,53.55555555555556,80.40033361134279,66.61111111111111,33.38888888888889,69.36111111111111,0.0
2024-01-05,1704477597000,15,42,43,45,humac_mac_001,E400099,seond,,2151000,2151000,3600000,3000,2154000,,,1446000,1446000,1446000,,428,,,5025.761,0,12,1449000,1025.76112412178,47.55555555555556,79.5908879590888,59.75,40.25,59.833333333333336,0.0
2024-01-05,1704481195000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2048000,2048000,3600000,8000,2056000,,,1544000,1544000,1544000,,410,,,5009.8037,0,12,1552000,1009.8039215686276,45.55555555555556,80.078125,56.888888888888886,43.111111111111114,57.111111111111114,0.0
2024-01-05,1704484798000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2055000,2055000,3600000,2000,2057000,,,1543000,1543000,1543000,,412,,,4997.561,0,12,1545000,997.5609756097565,45.77777777777778,80.19464720194647,57.08333333333333,42.916666666666664,57.138888888888886,0.0
2024-01-05,1704488398000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2053000,2053000,3600000,4000,2057000,,,1543000,1543000,1543000,,410,,,5017.1567,0,12,1547000,1017.1568627450979,45.55555555555556,79.88309790550414,57.02777777777778,42.97222222222222,57.138888888888886,0.0
2024-01-05,1704491996000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2049000,2049000,3600000,6000,2055000,,,1545000,1545000,1545000,,409,,,5022.113,0,12,1551000,1022.1130221130225,45.44444444444444,79.8438262567106,56.91666666666667,43.083333333333336,57.083333333333336,0.0
2024-01-05,1704495598000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2055000,2055000,3600000,3000,2058000,,,1542000,1542000,1542000,,411,,,5009.78,0,12,1545000,1009.779951100245,45.666666666666664,80.0,57.08333333333333,42.916666666666664,57.166666666666664,0.0
2024-01-05,1704499199000,15,42,43,45,humac_mac_001,E400099,Shift_3,,2052000,2052000,3600000,4000,2056000,,,1544000,1544000,1544000,,409,,,5027.027,0,12,1548000,1027.0270270270266,45.44444444444444,79.72709551656921,56.99999999999999,43.0,57.111111111111114,0.0
2024-01-02,1704194118707,18,51,52,53,NAC_012,E400022,Second Shift,,553702,553702,3600000,0,553702,,,3046298,3046298,3046298,,27,,,2169.2273,17759,3,3046298,-1830.7727272727275,1.0,19.50507673802876,15.380611111111111,84.61938888888889,15.380611138888893,0.0
2024-01-03,1704272399619,18,51,52,53,NAC_012,E400022,First Shift,,1819383,1819383,3600000,381,1819764,,,1780236,1780236,1780236,,80,,,2167.9846,19217,3,1780617,-1832.0153846153844,2.962962962962963,17.58838023659669,50.53841666666666,49.46158333333333,50.549,0.0
2024-01-03,1704275999184,18,51,52,53,NAC_012,E400022,First Shift,,3597133,3597133,3600000,2867,3600000,,,0,0,0,,170,,,2168.5693,17841,3,2867,-1831.4305555555557,6.296296296296297,18.9039437796712,99.9203611111111,0.07963888888888888,100.0,0.0
2024-01-03,1704279572378,18,51,52,53,NAC_012,E400022,Second Shift,,3570791,3570791,3600000,29209,3600000,,,0,0,0,,174,,,2169.9868,17850,3,29209,-1830.0130718954247,6.444444444444445,19.49147961894157,99.18863888888889,0.8113611111111111,100.0,0.0
2024-01-05,1704423598540,18,51,52,53,NAC_012,E400022,First Shift,,474019,474019,3600000,1460,475479,,,3124521,3124521,3124521,,13,,,2151.0908,18555,2,3125981,-1848.909090909091,0.48148148148148145,10.970024408304308,13.167194444444444,86.83280555555555,13.20775,0.0
2024-01-05,1704427199897,18,51,52,53,NAC_012,E400022,First Shift,,3599224,3599224,3600000,776,3600000,,,0,0,0,,162,,,2154.812,17853,3,776,-1845.187969924812,6.0,18.003880836535878,99.97844444444445,0.021555555555555557,100.0,0.0
2024-01-05,1704430799466,18,51,52,53,NAC_012,E400022,First Shift,,3501238,3501238,3600000,98762,3600000,,,0,0,0,,141,,,2203.3394,19707,2,98762,-1796.6607142857142,5.222222222222222,16.108587876631066,97.25661111111111,2.743388888888889,100.0,0.0
2024-01-05,1704434398218,18,51,52,53,NAC_012,E400022,First Shift,,2712226,2712226,3600000,267978,2980204,,,619796,619796,619796,,94,,,2357.3206,21897,2,887774,-1642.6794871794873,3.4814814814814814,13.863151522033931,75.33961111111111,24.66038888888889,82.78344444444444,0.0
2024-01-05,1704437997976,18,51,52,53,NAC_012,E400022,First Shift,,3527490,3527490,3600000,72510,3600000,,,0,0,0,,139,,,2229.491,20455,2,72510,-1770.509090909091,5.148148148148148,15.76191569643004,97.98583333333333,2.0141666666666667,100.0,0.0
2024-01-05,1704441595251,18,51,52,53,NAC_012,E400022,First Shift,,3338399,3338399,3600000,261601,3600000,,,0,0,0,,118,,,2220.055,21834,2,261601,-1779.9450549450548,4.37037037037037,14.138513700729002,92.73330555555556,7.266694444444445,100.0,0.0
2024-01-05,1704445198248,18,51,52,53,NAC_012,E400022,First Shift,,3590809,3590809,3600000,9191,3600000,,,0,0,0,,155,,,2183.0078,19635,3,9191,-1816.9921875,5.7407407407407405,17.26630405571558,99.74469444444445,0.25530555555555556,100.0,0.0
2024-01-05,1704448799975,18,51,52,53,NAC_012,E400022,First Shift,,3599576,3599576,3600000,424,3600000,,,0,0,0,,174,,,2177.6104,17849,3,424,-1822.3896103896104,6.444444444444445,19.335610638586324,99.98822222222222,0.011777777777777778,100.0,0.0
2024-01-05,1704452051039,18,51,52,53,NAC_012,E400022,Second Shift,,3248720,3248720,3600000,2319,3251039,,,348961,348961,348961,,152,,,2170.3167,17850,3,351280,-1829.6833333333334,5.62962962962963,18.71506316333818,90.24222222222222,9.757777777777777,90.30663891666667,0.0
2024-01-05,1704455998254,18,51,52,53,NAC_012,E400022,Second Shift,,2568866,2568866,3600000,1746,2570612,,,1029388,1029388,1029388,,97,,,2235.3027,19725,2,1031134,-1764.6973684210525,3.5925925925925926,15.103940805008904,71.35738888888888,28.642611111111112,71.4058888888889,0.0
2024-01-05,1704457354797,18,51,52,53,NAC_012,E400022,Second Shift,,1351847,1351847,3600000,2950,1354797,,,2245203,2245203,2245203,,54,,,2171.5454,20853,2,2248153,-1828.4545454545455,2.0,15.97813953798026,37.55130555555555,62.44869444444444,37.63325002777777,0.0
2024-01-01,1704077970432,18,51,52,53,NAC_021,E400023,First Shift,,64503,64503,3600000,188232,252735,,,3347265,3347265,3347265,,4,,,4401.3335,37154,1,3535497,401.33333333333303,0.14814814814814814,24.805047827232844,1.79175,98.20824999999999,7.020416666666667,0.0
2024-01-01,1704079943146,18,51,52,53,NAC_021,E400023,First Shift,,235402,235402,3600000,0,235402,,,3364598,3364598,3364598,,7,,,4910.4,26199,2,3364598,910.3999999999996,0.25925925925925924,11.894546350498295,6.538944444444445,93.46105555555556,6.5389444722222265,0.0
2024-01-01,1704085199635,18,51,52,53,NAC_021,E400023,First Shift,,2048808,2048808,3600000,570429,2619237,,,980763,980763,980763,,63,,,4400.885,16378,1,1551192,400.88461538461524,2.3333333333333335,12.299834830789415,56.91133333333334,43.08866666666666,72.75658333333334,0.0
2024-01-01,1704088788356,18,51,52,53,NAC_021,E400023,First Shift,,3059824,3059824,3600000,540176,3600000,,,0,0,0,,91,,,4444.3286,17395,2,540176,444.32876712328743,3.3703703703703702,11.896109057252966,84.99511111111111,15.004888888888889,100.0,0.0
2024-01-01,1704092398849,18,51,52,53,NAC_021,E400023,First Shift,,2208822,2208822,3600000,374494,2583316,,,1016684,1016684,1016684,,71,,,4763.737,19881,2,1391178,763.7368421052633,2.6296296296296298,12.857532204949063,61.35616666666667,38.64383333333333,71.75877777777778,0.0
2024-01-01,1704094776718,18,51,52,53,NAC_021,E400023,First Shift,,1538195,1538195,3600000,156742,1694937,,,1905063,1905063,1905063,,56,,,4546.122,17710,2,2061805,546.1219512195121,2.074074074074074,14.562522957102317,42.72763888888889,57.27236111111112,47.08158336111111,0.0
2024-01-01,1704099272698,18,51,52,53,NAC_021,E400023,First Shift,,655920,655920,3600000,217140,873060,,,2726940,2726940,2726940,,16,,,4558.909,19148,1,2944080,558.909090909091,0.5925925925925926,9.757287474082204,18.22,81.78,24.251666694444452,0.0
2024-01-01,1704102601861,18,51,52,53,NAC_021,E400023,First Shift,,1343133,1343133,3600000,156274,1499407,,,2100593,2100593,2100593,,35,,,4370.72,19512,1,2256867,370.72000000000025,1.2962962962962963,10.423390684317935,37.30925,62.690749999999994,41.65019447222223,0.0
2024-01-01,1704106745840,18,51,52,53,NAC_021,E400023,Second Shift,,1960579,1960579,3600000,54160,2014739,,,1585261,1585261,1585261,,57,,,5378.5625,17174,2,1639421,1378.5625,2.111111111111111,11.629217695384884,54.46052777777778,45.53947222222222,55.96497222222222,0.0
2024-01-01,1704107215971,18,51,52,53,NAC_021,E400023,Second Shift,,14540,14540,3600000,0,14540,,,3585460,3585460,3585460,,1,,,9807.0,0,4,3585460,5807.0,0.037037037037037035,27.51031636863824,0.40388888888888885,99.59611111111111,0.40388891666665827,0.0
2024-01-02,1704167796654,18,51,52,53,NAC_021,E400023,First Shift,,435074,435074,3600000,570676,1005750,,,2594250,2594250,2594250,,11,,,7502.3,26107,1,3164926,3502.3,0.4074074074074074,10.113222118536157,12.085388888888888,87.91461111111111,27.9375,0.0
2024-01-02,1704171598502,18,51,52,53,NAC_021,E400023,First Shift,,2427759,2427759,3600000,329862,2757621,,,842379,842379,842379,,89,,,4476.153,18025,2,1172241,476.1527777777774,3.2962962962962963,14.663728978041066,67.43775,32.56225,76.60058333333333,0.0
2024-01-02,1704175197240,18,51,52,53,NAC_021,E400023,First Shift,,3109815,3109815,3600000,490185,3600000,,,0,0,0,,120,,,4488.3125,16612,2,490185,488.3125,4.444444444444445,15.43500176055489,86.38375,13.616249999999999,100.0,0.0
2024-01-02,1704178795708,18,51,52,53,NAC_021,E400023,First Shift,,2844027,2844027,3600000,404570,3248597,,,351403,351403,351403,,105,,,4646.75,17762,2,755973,646.75,3.888888888888889,14.767792288891773,79.00075,20.99925,90.23880555555556,0.0
2024-01-02,1704182398574,18,51,52,53,NAC_021,E400023,First Shift,,3427123,3427123,3600000,172877,3600000,,,0,0,0,,132,,,4492.8037,17213,2,172877,492.80373831775705,4.888888888888889,15.406508607948998,95.19786111111111,4.802138888888889,100.0,0.0
2024-01-02,1704185961904,18,51,52,53,NAC_021,E400023,First Shift,,3561157,3561157,3600000,38843,3600000,,,0,0,0,,137,,,4445.883,15527,2,38843,445.88288288288277,5.074074074074074,15.3882572433622,98.92102777777778,1.0789722222222222,100.0,0.0
2024-01-02,1704189599705,18,51,52,53,NAC_021,E400023,First Shift,,3588655,3588655,3600000,11345,3600000,,,0,0,0,,151,,,4506.808,15570,3,11345,506.808,5.592592592592593,16.83081823134294,99.68486111111112,0.3151388888888889,100.0,0.0
2024-01-02,1704193198690,18,51,52,53,NAC_021,E400023,Second Shift,,3456590,3456590,3600000,143410,3600000,,,0,0,0,,131,,,4454.096,16194,2,143410,454.09615384615427,4.851851851851852,15.159449052389784,96.0163888888889,3.983611111111111,100.0,0.0
2024-01-02,1704196788906,18,51,52,53,NAC_021,E400023,Second Shift,,3259280,3259280,3600000,340720,3600000,,,0,0,0,,115,,,4582.304,19730,2,340720,582.304347826087,4.2592592592592595,14.113546550158318,90.53555555555556,9.464444444444444,100.0,0.0
2024-01-02,1704200395234,18,51,52,53,NAC_021,E400023,Second Shift,,3351985,3351985,3600000,248015,3600000,,,0,0,0,,131,,,4615.1274,18688,2,248015,615.1274509803925,4.851851851851852,15.63252818852113,93.11069444444445,6.889305555555556,100.0,0.0
2024-01-02,1704200533165,18,51,52,53,NAC_021,E400023,Second Shift,,130724,130724,3600000,2441,133165,,,3466835,3466835,3466835,,6,,,4508.6,16837,3,3469276,508.60000000000036,0.2222222222222222,18.359291331354612,3.6312222222222226,96.36877777777778,3.699027805555547,0.0
2024-01-03,1704254399924,18,51,52,53,NAC_021,E400023,First Shift,,2871030,2871030,3600000,728970,3600000,,,0,0,0,,103,,,4456.578,18307,2,728970,456.5783132530123,3.814814814814815,14.35025060692504,79.75083333333333,20.249166666666664,100.0,0.0
2024-01-03,1704257993810,18,51,52,53,NAC_021,E400023,First Shift,,3126911,3126911,3600000,473089,3600000,,,0,0,0,,114,,,4399.6,15669,2,473089,399.60000000000036,4.222222222222222,14.58308215360143,86.85863888888889,13.141361111111111,100.0,0.0
2024-01-03,1704261599999,18,51,52,53,NAC_021,E400023,First Shift,,1895126,1895126,3600000,63896,1959022,,,1640978,1640978,1640978,,75,,,4457.459,15584,2,1704874,457.45901639344265,2.7777777777777777,15.830082010378202,52.64238888888889,47.35761111111111,54.41727777777778,0.0
2024-01-03,1704265198361,18,51,52,53,NAC_021,E400023,First Shift,,3493443,3493443,3600000,106557,3600000,,,0,0,0,,157,,,4486.419,15544,3,106557,486.41911764705856,5.814814814814815,17.97653489694837,97.04008333333334,2.9599166666666665,100.0,0.0
